Class,CapShape,CapSurface,CapColor
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,white
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,gray
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,smooth,brown
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,white
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,gray
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,flat,fibrous,brown
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,gray
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,red
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,fibrous,brown
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
edible,convex,scaly,gray
