Class,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,flat,fibrous,brown,no,none,free,crowded
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,gray,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,red,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,fibrous,brown,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
edible,convex,scaly,gray,bruises,none,free,close
