"sex","class","age","survived"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Male","Crew","Adult","No"
"Female","1st","Adult","No"
"Female","1st","Adult","No"
"Female","1st","Adult","No"
"Female","1st","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","2nd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","3rd","Adult","No"
"Female","Crew","Adult","No"
"Female","Crew","Adult","No"
"Female","Crew","Adult","No"
"Male","1st","Child","Yes"
"Male","1st","Child","Yes"
"Male","1st","Child","Yes"
"Male","1st","Child","Yes"
"Male","1st","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","2nd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Male","3rd","Child","Yes"
"Female","1st","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","2nd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Female","3rd","Child","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","1st","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","2nd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","3rd","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
"Male","Crew","Adult","Yes"
