STATUS,CLASS,SEX,EMBARKED
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Male,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Male,Southampton
Survived,2nd-class,Male,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Male,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Male,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Male,Southampton
Survived,2nd-class,Female,Southampton
Survived,2nd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
Survived,3rd-class,Female,Southampton
Survived,3rd-class,Male,Southampton
